"chunk_id","edition_id","line_id","page","line_no","box","text","text_hash","chunk_type"
1,1,"FR1",1,1,"[221.9, 36.49, 372.67, 47.56]","L F Céline, Voyage au bout de la nuit","8b4d696ded44bd6391de7cea6f68f21a","page_header"
2,1,"FR2",1,2,"[99.3, 184.11, 283.4, 204.54]","Notre vie est un voyage","38f419721a7f4e811149d27361dd2919","epigraph"
3,1,"FR3",1,3,"[99.3, 204.51, 319.3, 224.94]","Dans l’hiver et dans la Nuit,","df312f59ee0519f249ae2851ac85d707","epigraph"
4,1,"FR4",1,4,"[99.3, 225.01, 339.91, 245.44]","Nous cherchons notre passage","e88b0d330c01b1e8ccc1bb91175209ec","epigraph"
5,1,"FR5",1,5,"[99.3, 245.41, 314.0, 265.84]","Dans le Ciel où rien ne luit.","46898b3b91e0ba7c266cc44900490b7a","epigraph"
6,1,"FR6",1,6,"[99.3, 286.31, 325.33, 306.74]","Chanson des Gardes Suisses","d4678039fb89d12f3cb77a73ed5eb704","epigraph"
7,1,"FR7",1,7,"[99.3, 306.77, 142.0, 327.24]","17932","bbc90218e55a81732f0f78c16cbf2b6f","epigraph"
8,1,"FR8",1,8,"[56.8, 711.19, 541.83, 725.95]","2 Chanson  des  Gardes  Suisses,  1793 :  couvre  d’officiers  d’un  régiment  suisse","691c007ba2d8f7c23a621ecf08586fdb","footnote"
9,1,"FR9",1,9,"[56.8, 725.99, 541.83, 740.75]","allemand de l’armée napoléonienne. Sur le point de mourir, ils la chantèrent devant","01b10ceaabcd78d7acdb4edebb2d31d7","footnote"
10,1,"FR10",1,10,"[56.8, 740.79, 541.83, 755.55]","la Berezina. C’était pendant la retraite de Russie, en 1812. Il ne s’agit donc pas des","6fcf52c757cebb45b4594057ca6237ba","footnote"
11,1,"FR11",1,11,"[56.8, 755.59, 541.83, 770.35]","Gardes suisses de la maison du roi de France sous l’Ancien Régime, qui furent","38da621393d39ded319a5211121e3a8e","footnote"
12,1,"FR12",1,12,"[56.8, 770.39, 346.34, 785.15]","massacrés lors de la bataille des Tuileries, en 1792.","41b2b0d4c0914d6b6406d49b51985c6e","footnote"
13,1,"FR13",1,13,"[265.2, 793.7, 330.3, 805.88]","Page 3 sur 584","bbd94f0168d5b397d1af2ababecb101b","page_footer"
14,1,"FR14",2,1,"[221.9, 36.49, 372.67, 47.56]","L F Céline, Voyage au bout de la nuit","8b4d696ded44bd6391de7cea6f68f21a","page_header"
15,1,"FR15",2,2,"[99.3, 184.11, 543.04, 204.54]","Voyager, c’est bien utile, ça fait travailler l’imagination.","f997cdf52e23eadce2c720acec3b5959","epigraph"
16,1,"FR16",2,3,"[56.8, 204.51, 543.04, 224.94]","Tout le reste n’est que déceptions et fatigues. Notre voyage à","2cc2eab180cacc227d836105c95e3d6d","epigraph"
17,1,"FR17",2,4,"[56.8, 225.01, 434.19, 245.44]","nous est entièrement imaginaire. Voilà sa force.","3228d33e90cc57e2a480f2caa166b450","epigraph"
18,1,"FR18",2,5,"[99.3, 245.41, 543.04, 265.84]","Il va  de la vie à la  mort.  Hommes, bêtes, villes et","6cc7bfbb82571dba335ab79e4afe1751","epigraph"
19,1,"FR19",2,6,"[56.8, 265.91, 543.04, 286.34]","choses,  tout  est  imaginé.  C’est  un  roman,  rien  qu’une","59ade0c9afb86f267ada77bdde8dfbad","epigraph"
20,1,"FR20",2,7,"[56.8, 286.31, 469.63, 306.74]","histoire active. Littré le dit, qui ne se trompe jamais.","4f431fa480fb143221f936922391b833","epigraph"
21,1,"FR21",2,8,"[99.3, 306.81, 543.04, 327.24]","Et puis d’abord tout le monde peut en faire autant. Il","5e08233f79e1e57790c87c89a0e16b5e","epigraph"
22,1,"FR22",2,9,"[56.8, 327.21, 251.85, 347.64]","suffit de fermer les veux.","843227719ca05e72c8f283d6a715461f","epigraph"
23,1,"FR23",2,10,"[99.3, 347.71, 327.36, 368.14]","C’est de l’autre côté de la vie.","5136a237ce68ca5185f47a9c76509e41","epigraph"
24,1,"FR24",2,11,"[265.2, 793.7, 330.3, 805.88]","Page 4 sur 584","76a4b8d6bb0d1e3ff363c63d07815294","page_footer"
25,1,"FR25",3,1,"[221.9, 36.49, 372.67, 47.56]","L F Céline, Voyage au bout de la nuit","8b4d696ded44bd6391de7cea6f68f21a","page_header"
26,1,"FR26",3,2,"[99.3, 163.61, 345.29, 184.04]","[Préface à la réédition de 1952]","0655d9337499a01373ed45d15461645a","preface"
27,1,"FR27",3,3,"[99.3, 225.01, 543.04, 245.44]","Ah ! on remet le « Voyage » en route. Ça me fait un","7d2c69011ead38ccccd1d0e7403ebc04","preface"
28,1,"FR28",3,4,"[56.8, 245.41, 96.63, 265.84]","effet.","b49f03ba4f0ee19b433ace15517a008b","preface"
29,1,"FR29",3,5,"[99.3, 265.91, 543.04, 286.34]","Il  s’est  passé  beaucoup  de  choses  depuis  quatorze","665dee365f4d038dd24ac693f309d2c2","preface"
30,1,"FR30",3,6,"[56.8, 286.31, 100.04, 306.74]","ans...","8a188191339bad73a8a5a0a22d183b41","preface"
31,1,"FR31",3,7,"[99.3, 306.81, 543.04, 327.24]","Si j’étais pas tellement contraint, obligé pour gagner","5afa87e432f89a31894801a4d3fe7279","preface"
32,1,"FR32",3,8,"[56.8, 327.21, 543.04, 347.64]","ma vie, je vous le dis tout de suite, je supprimerais tout. Je","be18dbe7f805b6a6b7df9fab8bfcb087","preface"
33,1,"FR33",3,9,"[56.8, 347.71, 344.26, 368.14]","laisserais pas passer plus une ligne.","688f9c668e94abf15cade896766fff1f","preface"
34,1,"FR34",3,10,"[99.3, 368.11, 536.09, 388.54]","Tout est mal pris. J’ai trop fait naître de malfaisances.","1af1081d0b73d0857445c11e7eacbe12","preface"
35,1,"FR35",3,11,"[99.3, 388.61, 543.04, 409.04]","Regardez un peu le nombre des morts, des haines","894a8d457411ab9555dbdf17e8e63b3e","preface"
36,1,"FR36",3,12,"[56.8, 409.01, 543.04, 429.44]","autour... ces perfidies... le genre de cloaque que ça donne...","1ac60589716f9c888c9fd71962b38dc3","preface"
37,1,"FR37",3,13,"[56.8, 429.51, 174.74, 449.94]","ces monstres...","90be12ef6aa6b1e0c9c2ff899ad69f49","preface"
38,1,"FR38",3,14,"[99.3, 449.91, 361.56, 470.34]","Ah, il faut être aveugle et sourd !","bf189c50a5d9dfb4e09cc5dbdf7fd02f","preface"
39,1,"FR39",3,15,"[99.3, 470.41, 542.94, 490.84]","Vous me direz : mais c’est pas le « Voyage » ! Vos","80508e46d8f3fb2d99409623abf82055","preface"
40,1,"FR40",3,16,"[56.8, 490.81, 543.04, 511.24]","crimes là que vous en crevez, c’est rien à faire ! c’est votre","5fce3e80c44edf872275371b19069e53","preface"
41,1,"FR41",3,17,"[56.8, 511.31, 543.04, 531.74]","malédiction  vous-même !  votre  « Bagatelles » !  vos","89d1a6d533609b87d79b918479494beb","preface"
42,1,"FR42",3,18,"[56.8, 531.71, 543.04, 552.14]","ignominies  pataquès !  votre  scélératesse  imageuse,","de8bec7745761b266401a2357adf665a","preface"
43,1,"FR43",3,19,"[56.8, 552.21, 543.04, 572.64]","boutonneuse ! La justice vous arquinque ?  garrotte ?  Eh","7c15cf341b7cecfcc555b2922ca29f49","preface"
44,1,"FR44",3,20,"[56.8, 572.61, 296.46, 593.04]","foutre, que plaignez ? Zigoto !","004809029b6641755e68138cea3b2f3d","preface"
45,1,"FR45",3,21,"[99.3, 593.11, 543.04, 613.54]","Ah mille grâces ! mille grâces ! Je m’enfure ! fuerie !","3bc9e4dd5719a9cbc91b176ffa8b50e0","preface"
46,1,"FR46",3,22,"[56.8, 613.51, 542.94, 633.94]","pantèle ! bomine ! Tartufes ! Salsifis ! Vous n’errerez pas !","52247d47740dd8b72b34c839c1047bc1","preface"
47,1,"FR47",3,23,"[56.8, 634.01, 542.94, 654.44]","C’est pour le « Voyage » qu’on me cherche ! Sous la hache,","61587490a3cd4ed97ae5b0880e1ee817","preface"
48,1,"FR48",3,24,"[56.8, 654.41, 542.94, 674.84]","je l’hurle ! c’est le compte entre moi et « Eux » ! au tout","88118b8cc752b221fb085b163cac164f","preface"
49,1,"FR49",3,25,"[56.8, 674.91, 543.04, 695.34]","profond... pas racontable... On est en pétard de Mystique !","1d4fff2dba30769f0d064046defc09d0","preface"
50,1,"FR50",3,26,"[56.8, 695.31, 183.56, 715.74]","Quelle histoire !","7b358de8c410bf16a870410e66a50d2e","preface"
51,1,"FR51",3,27,"[99.3, 715.81, 543.04, 736.24]","Si j’étais pas tellement contraint, obligé pour gagner","5afa87e432f89a31894801a4d3fe7279","preface"
52,1,"FR52",3,28,"[56.8, 736.21, 501.35, 756.64]","ma vie, je vous le dis tout de suite, je supprimerais tout.","dd78ddbf50f894c12a37ea857f18248d","preface"
53,1,"FR53",3,29,"[99.3, 756.71, 543.04, 777.14]","J’ai  fait  un  hommage  aux  chacals !...  Je  veux !...","e8f72132333cecf3bce04fb0db76922d","preface"
54,1,"FR54",3,30,"[265.2, 793.7, 330.3, 805.88]","Page 5 sur 584","602a9580f4d8e8fb146674fb470b75af","page_footer"
55,1,"FR55",4,1,"[221.9, 36.49, 372.67, 47.56]","L F Céline, Voyage au bout de la nuit","8b4d696ded44bd6391de7cea6f68f21a","page_header"
56,1,"FR56",4,2,"[56.8, 61.41, 542.94, 81.84]","Aimable !... Le don d’avance... « Denier à Dieu » !... Je me","d0160b90fd0c6766e1d0ebbbdb3f6d80","preface"
57,1,"FR57",4,3,"[56.8, 81.81, 543.04, 102.24]","suis débarrassé de la Chance... dès 36... aux bourrelles !","66c75caf0670e3f5da10855e811a732b","preface"
58,1,"FR58",4,4,"[56.8, 102.31, 543.04, 122.74]","Procures ! Roblots !... Un, deux, trois livres admirables à","90ecef6ee7953c92cfd00d9ff04695ef","preface"
59,1,"FR59",4,5,"[56.8, 122.71, 542.94, 143.14]","m’égorger !  Et  que  je  geigne !  J’ai  fait  le  don !  J’ai  été","13d99472ac48e4f15106a0b377898c3a","preface"
60,1,"FR60",4,6,"[56.8, 143.21, 198.86, 163.64]","charitable, voilà !","8508a47caee164bfe12c69b4fb588098","preface"
61,1,"FR61",4,7,"[99.3, 163.61, 543.04, 184.04]","Le monde des intentions m’amuse... m’amusait... il ne","0b236e83d16d598f522cd1134087150f","preface"
62,1,"FR62",4,8,"[56.8, 184.11, 171.71, 204.54]","m’amuse plus.","6a1ad5f9793f70ec806e19dcb07262e9","preface"
63,1,"FR63",4,9,"[99.3, 204.51, 543.04, 224.94]","Si  j’étais  pas  tellement  astreint,  contraint,  je","b37da1d0e5d69ad3de68a3066dc363d7","preface"
64,1,"FR64",4,10,"[56.8, 225.01, 543.04, 245.44]","supprimerais tout... surtout le « Voyage »... Le seul livre","5e4ffe4629e5eed63c13b4b885665d9c","preface"
65,1,"FR65",4,11,"[56.8, 245.41, 543.04, 265.84]","vraiment méchant de tous mes livres c’est le « Voyage »...","b10d90b3f74cfc8f600609925c9d5187","preface"
66,1,"FR66",4,12,"[56.8, 265.91, 366.53, 286.34]","Je me comprends... Le fonds sensible...","5afeef0c36e90a745423f8279ed68fe6","preface"
67,1,"FR67",4,13,"[99.3, 286.31, 543.04, 306.74]","Tout va reprendre ! Ce Sarabbath ! Vous entendrez","3d39c6d2b086fdec109618b0c6a71db1","preface"
68,1,"FR68",4,14,"[56.8, 306.81, 543.04, 327.24]","siffler d’en haut, de loin, de lieux sans noms : des mots, des","d518b4345fb25d9852e4a25210f4c064","preface"
69,1,"FR69",4,15,"[56.8, 327.21, 124.25, 347.64]","ordres...","03914035f9ed02dd51566c10751e6f2d","preface"
70,1,"FR70",4,16,"[99.3, 347.71, 506.34, 368.14]","Vous verrez un peu ces manèges !... Vous médirez..","093dbe1e15a28b391698d69f63769dab","preface"
71,1,"FR71",4,17,"[99.3, 368.11, 543.04, 388.54]","Ah, n’allez pas croire que je joue ! Je ne joue plus, je","5af366115536a68a33f9615f25eca256","preface"
72,1,"FR72",4,18,"[56.8, 388.61, 253.5, 409.04]","suis même plus aimable.","9744d1105d8ea746cd6843741493f7fa","preface"
73,1,"FR73",4,19,"[99.3, 409.01, 543.04, 429.44]","Si j’étais pas là tout astreint, comme debout, le dos","13fdc6b805f33f4b4624f801f1705499","preface"
74,1,"FR74",4,20,"[56.8, 429.51, 411.18, 449.94]","contre quelque chose... je supprimerais tout.","8c616157db361c5d933fa15ea88618d8","preface"
75,1,"FR75",4,21,"[265.2, 793.7, 330.3, 805.88]","Page 6 sur 584","d128ea7d1eb78d2862ebfb6831e08039","page_footer"
76,1,"FR76",5,1,"[221.9, 36.49, 372.67, 47.56]","L F Céline, Voyage au bout de la nuit","8b4d696ded44bd6391de7cea6f68f21a","page_header"
77,1,"FR77",5,2,"[99.3, 184.11, 543.04, 204.54]","Ça a débuté comme ça. Moi, j’avais jamais rien dit.","4e150e6d6c79b6048b3eec946bd2f1fd","main_text"
78,1,"FR78",5,3,"[56.8, 204.51, 543.04, 224.94]","Rien. C’est Arthur Ganate qui m’a fait parler. Arthur, un","b6dd2bdbf456663f2fe942d0af712e73","main_text"
79,1,"FR79",5,4,"[56.8, 225.01, 543.04, 245.44]","étudiant, un carabin lui aussi, un camarade. On se rencontre","a929832aae11b65607f72620e2ed723c","main_text"
80,1,"FR80",5,5,"[56.8, 245.41, 543.04, 265.84]","donc  place  Clichy.  C’était  après  le  déjeuner.  Il  veut  me","398699edb95188cee0a29ca5990b07b3","main_text"
81,1,"FR81",5,6,"[56.8, 265.91, 542.94, 286.34]","parler.  Je  l’écoute.  « Restons  pas  dehors !  qu’il  me  dit.","6a73c37993d6f2ed8eb8ae076e1318a2","main_text"
82,1,"FR82",5,7,"[56.8, 286.31, 543.04, 306.74]","Rentrons ! » Je rentre avec lui. Voilà. « Cette terrasse, qu’il","5119cc0c97baa4edac7ffd8cab53dbab","main_text"
83,1,"FR83",5,8,"[56.8, 306.81, 543.04, 327.24]","commence, c’est pour les oeufs à la coque ! Viens par ici ! »","1a714581014dbb81554e55f8ebf22093","main_text"
84,1,"FR84",5,9,"[56.8, 327.21, 543.04, 347.64]","Alors, on remarque encore qu’il n’y avait personne dans les","645c9d59c269d008c7d2319b443a2b10","main_text"
85,1,"FR85",5,10,"[56.8, 347.71, 543.04, 368.14]","rues, à cause de la chaleur ; pas de voitures, rien. Quand il","566f018084fe2304a1cb7a17cbb14a82","main_text"
86,1,"FR86",5,11,"[56.8, 368.11, 543.04, 388.54]","fait très froid, non plus, il n’y a personne dans les rues ; c’est","34151fff06dab8978f6c1dd33d1f2ea8","main_text"
87,1,"FR87",5,12,"[56.8, 388.61, 543.04, 409.04]","lui, même que je m’en souviens, qui m’avait dit à ce propos :","a9605e5d6365a635b86f2bd4b41f2624","main_text"
88,1,"FR88",5,13,"[56.8, 409.01, 543.04, 429.44]","« Les gens de Paris ont l’air toujours d’être occupés, mais en","62c62a3fbaa1a3e89978543dd898e997","main_text"
89,1,"FR89",5,14,"[56.8, 429.51, 543.04, 449.94]","fait, ils se promènent du matin au soir ; la preuve, c’est que,","eb351356138b6278b252c83d64927c38","main_text"
90,1,"FR90",5,15,"[56.8, 449.91, 543.04, 470.34]","lorsqu’il ne fait pas bon à se promener, trop froid ou trop","881931a5682fadeed7390ca4ed226ff6","main_text"
91,1,"FR91",5,16,"[56.8, 470.41, 543.04, 490.84]","chaud, on ne les voit plus ; ils sont tous dedans à prendre","65b6f8e41ac20877be27702d194306f5","main_text"
92,1,"FR92",5,17,"[56.8, 490.81, 543.04, 511.24]","des cafés crème et des bocks. C’est ainsi ! Siècle de vitesse !","8966b2ec480cf03d1c65583770102dc7","main_text"
93,1,"FR93",5,18,"[56.8, 511.31, 543.04, 531.74]","qu’ils disent. Où ça ? Grands changements ! qu’ils racontent.","216a4e713cf4758ce1ddceee1b75c660","main_text"
94,1,"FR94",5,19,"[56.8, 531.71, 543.04, 552.14]","Comment ça ? Rien n’est changé en vérité. Ils continuent à","55442e6e59a3f40d140ca4d1ed19cbc2","main_text"
95,1,"FR95",5,20,"[56.8, 552.21, 543.04, 572.64]","s’admirer et c’est tout. Et ça n’est pas nouveau non plus. Des","806146bc15780383b22fbfd7918dbbf0","main_text"
96,1,"FR96",5,21,"[56.8, 572.61, 543.04, 593.04]","mots, et encore pas beaucoup, même parmi les mots, qui","b0f0083fdda80ef696aead08faf60102","main_text"
97,1,"FR97",5,22,"[56.8, 593.11, 543.04, 613.54]","sont changés ! Deux ou trois par-ci, par-là, des petits... »","9b6bd14ff981be165a38ecd787ae3a85","main_text"
98,1,"FR98",5,23,"[56.8, 613.51, 543.04, 633.94]","Bien fiers alors d’avoir fait sonner ces vérités utiles, on est","5c968f4e43c1c5b0aa9eea369e7ecad7","main_text"
99,1,"FR99",5,24,"[56.8, 634.01, 481.47, 654.44]","demeurés là assis, ravis, à regarder les dames du café.","8e62e809b0468e517b3a8d3736d63c11","main_text"
100,1,"FR100",5,25,"[99.3, 654.41, 543.04, 674.84]","Après,  la  conversation  est  revenue  sur  le  Président","cfb8b68f3910c698dcd3dba300be493b","main_text"
101,1,"FR101",5,26,"[56.8, 674.91, 543.04, 695.34]","Poincaré qui s’en allait inaugurer, justement ce matin-là,","90553fe5e4060c0ed0f31da2c0402b91","main_text"
102,1,"FR102",5,27,"[56.8, 695.31, 543.04, 715.74]","une exposition de petits chiens ; et puis, de fil en aiguille, sur","7bef47d78697694ad8c94a5a3f29fba4","main_text"
103,1,"FR103",5,28,"[56.8, 715.77, 542.94, 736.24]","le Temps3 où c’était écrit. « Tiens, voilà un maître journal, le","82a22839155dbc59875351ea99080b18","main_text"
104,1,"FR104",5,29,"[56.8, 755.59, 541.73, 770.35]","3 Le Temps. Ce journal, l’équivalent de l’actuel  Monde, n’avait pas les positions","c32852516ff5cdb394ff99fe741bcc3a","footnote"
105,1,"FR105",5,30,"[56.8, 770.39, 364.72, 785.15]","racistes et réactionnaires que lui prête Arthur Ganate.","59fceb86b657f00287ae859b98721253","footnote"
106,1,"FR106",5,31,"[265.2, 793.7, 330.3, 805.88]","Page 7 sur 584","55c0bc9463d15d8194325c74c8e33532","page_footer"
107,1,"FR107",6,1,"[221.9, 36.49, 372.67, 47.56]","L F Céline, Voyage au bout de la nuit","8b4d696ded44bd6391de7cea6f68f21a","page_header"
108,1,"FR108",6,2,"[56.8, 61.41, 543.04, 81.84]","Temps ! » qu’il me taquine Arthur Ganate, à ce propos. « Y","dae7930a4ea81c07b522126acc4c16ec","main_text"
109,1,"FR109",6,3,"[56.8, 81.81, 543.04, 102.24]","en a pas deux comme lui pour défendre la race française ! —","2c367224f5c0d2eb9b6bb5a9aabe0f7d","main_text"
110,1,"FR110",6,4,"[56.8, 102.31, 543.04, 122.74]","Elle en a bien besoin la race française, vu qu’elle n’existe","c06eaf254c988cbbe622ca0e41d8bb15","main_text"
111,1,"FR111",6,5,"[56.8, 122.71, 543.04, 143.14]","pas ! »  que  j’ai  répondu  moi  pour  montrer  que  j’étais","49ebe97e9573b5f92cf7816427c0bf3a","main_text"
112,1,"FR112",6,6,"[56.8, 143.21, 278.69, 163.64]","documenté, et du tac au tac.","e092777028f08e8f830a3d182f8340f2","main_text"
113,1,"FR113",6,7,"[99.3, 163.61, 542.94, 184.04]","— Si donc ! qu’il y en a une ! Et une belle de race ! qu’il","4f8caf9dce1b2a358faaea2a78e907de","main_text"
114,1,"FR114",6,8,"[56.8, 184.11, 543.04, 204.54]","insistait lui, et même que c’est la plus belle race du monde et","47491f5d04d0da5fb8312785d8a6c557","main_text"
115,1,"FR115",6,9,"[56.8, 204.51, 543.04, 224.94]","bien  cocu  qui  s’en  dédit ! »  Et  puis,  le  voilà  parti  à","4042eed0670ebb982b1342aa7d9d2db8","main_text"
116,1,"FR116",6,10,"[56.8, 225.01, 397.56, 245.44]","m’engueuler. J’ai tenu ferme bien entendu.","4396284df8650cee7a5e2237ea8f1909","main_text"
117,1,"FR117",6,11,"[99.3, 245.41, 543.04, 265.84]","— C’est pas vrai ! La race, ce que t’appelles comme ça,","ea3fbed8f9078ef387e9add2fbf30cf1","main_text"
118,1,"FR118",6,12,"[56.8, 265.91, 543.04, 286.34]","c’est  seulement  ce  grand  ramassis  de  miteux  dans  mon","d0665dd11459f55021b8f08ac23a6b25","main_text"
119,1,"FR119",6,13,"[56.8, 286.31, 543.04, 306.74]","genre,  chassieux,  puceux,  transis,  qui  ont  échoué  ici","e3e1dd1dc043e85c50952ee84162bfb7","main_text"
120,1,"FR120",6,14,"[56.8, 306.81, 543.04, 327.24]","poursuivis par la faim, la peste, les tumeurs et le froid, venus","9e2323c3ab47689f3978a42352c11fbf","main_text"
121,1,"FR121",6,15,"[56.8, 327.21, 543.04, 347.64]","vaincus des quatre coins du monde. Ils ne pouvaient pas","aa9060a9f3582f387f97aad16e8ff914","main_text"
122,1,"FR122",6,16,"[56.8, 347.71, 543.04, 368.14]","aller plus loin à cause de la mer. C’est ça la France et puis","99aed1f9fceac5f6c0e95af8a696475a","main_text"
123,1,"FR123",6,17,"[56.8, 368.11, 216.62, 388.54]","c’est ça les Français.","c3b12f924ad1a067257ecf0901f45242","main_text"
124,1,"FR124",6,18,"[99.3, 388.61, 543.04, 409.04]","— Bardamu, qu’il me fait alors gravement et un peu","2ca8f33fba42cb92167b61c2a8b388bc","main_text"
125,1,"FR125",6,19,"[56.8, 409.01, 517.15, 429.44]","triste, nos pères nous valaient bien, n’en dis pas de mal !...","638fe90a758a7d1f222993eb74acf18e","main_text"
126,1,"FR126",6,20,"[99.3, 429.51, 543.04, 449.94]","— T’as raison, Arthur, pour ça t’as raison ! Haineux et","a715c0d03d2438b8ddcff8c78abd773c","main_text"
127,1,"FR127",6,21,"[56.8, 449.91, 543.04, 470.34]","dociles, violés, volés, étripés et couillons toujours, ils nous","bb13fb5a1abf82a31e576dd5af494bbd","main_text"
128,1,"FR128",6,22,"[56.8, 470.41, 542.94, 490.84]","valaient bien ! Tu peux le dire ! Nous ne changeons pas ! Ni","677574c5381ac67255d8da53c2ecc730","main_text"
129,1,"FR129",6,23,"[56.8, 490.81, 543.04, 511.24]","de chaussettes, ni de maîtres, ni d’opinions, ou bien si tard,","8e1c47477d0508d64e65d8c0bac29ddd","main_text"
130,1,"FR130",6,24,"[56.8, 511.31, 543.04, 531.74]","que ça n’en vaut plus la peine. On est nés fidèles, on en crève","9deb85909b08e3a79f81fc27062ca51e","main_text"
131,1,"FR131",6,25,"[56.8, 531.71, 543.04, 552.14]","nous autres ! Soldats gratuits, héros pour tout le monde et","84e6c174d3227b4a20080849eb94f28e","main_text"
132,1,"FR132",6,26,"[56.8, 552.21, 543.04, 572.64]","singes parlants, mots qui souffrent, on est nous les mignons","b88a6400d053aa06787e45f44289320f","main_text"
133,1,"FR133",6,27,"[56.8, 572.61, 543.04, 593.04]","du Roi Misère. C’est lui qui nous possède ! Quand on est pas","b0655a5eea491a6c64e6e454a430d1f7","main_text"
134,1,"FR134",6,28,"[56.8, 593.11, 543.04, 613.54]","sages, il serre... On a ses doigts autour du cou, toujours, ça","732ce3724668ebb042f1d019bae3a045","main_text"
135,1,"FR135",6,29,"[56.8, 613.51, 543.04, 633.94]","gêne  pour  parler,  faut  faire  bien  attention  si  on  tient  à","4631bef32a833378db14e1da6c15168b","main_text"
136,1,"FR136",6,30,"[56.8, 634.01, 543.04, 654.44]","pouvoir manger... Pour des riens, il vous étrangle... C’est pas","5df6cc51f4d4f4c4b9431f1e812c589a","main_text"
137,1,"FR137",6,31,"[56.8, 654.41, 128.22, 674.84]","une vie...","7b144ee9f276386d7e10ca511445c13e","main_text"
138,1,"FR138",6,32,"[99.3, 674.91, 317.06, 695.34]","— Il y a l’amour, Bardamu !","a9674ae18071adcdeb3fa2a0c017c6bb","main_text"
139,1,"FR139",6,33,"[99.3, 695.31, 543.04, 715.74]","— Arthur, l’amour c’est l’infini mis à la portée  des","711f4aa4638ea3070004e8f2fffde914","main_text"
140,1,"FR140",6,34,"[56.8, 715.81, 457.9, 736.24]","caniches et j’ai ma dignité moi ! que je lui réponds.","d5e6d37f65c6773d1a99ae141a88d916","main_text"
141,1,"FR141",6,35,"[99.3, 736.21, 542.94, 756.64]","— Parlons-en de toi ! T’es un anarchiste et puis voilà","574e69cb2a29a5ba67c154831790ae43","main_text"
142,1,"FR142",6,36,"[56.8, 756.71, 99.66, 777.14]","tout !","99069255b0069fa6db468c054be75177","main_text"
143,1,"FR143",6,37,"[265.2, 793.7, 330.3, 805.88]","Page 8 sur 584","ec3ddc7121dbb85e24de683d2e9f95df","page_footer"
144,1,"FR144",7,1,"[221.9, 36.49, 372.67, 47.56]","L F Céline, Voyage au bout de la nuit","8b4d696ded44bd6391de7cea6f68f21a","page_header"
145,1,"FR145",7,2,"[99.3, 61.41, 543.04, 81.84]","Un petit malin, dans tous les cas, vous voyez ça d’ici, et","83c94b91d5be07cb88f6754ed16fa8ea","main_text"
146,1,"FR146",7,3,"[56.8, 81.81, 425.69, 102.24]","tout ce qu’il y avait d’avancé dans les opinions.","dac6d874fa926425dc00b4448dbd8460","main_text"
147,1,"FR147",7,4,"[99.3, 102.31, 543.04, 122.74]","—  Tu  l’as  dit,  bouffi,  que  je  suis  anarchiste ! Et la","3278e687ce2a0002abb1518fbe040bf6","main_text"
148,1,"FR148",7,5,"[56.8, 122.71, 543.04, 143.14]","preuve la meilleure, c’est que j’ai composé une manière de","2c3eb85819767e72b2ec00a5520337ca","main_text"
149,1,"FR149",7,6,"[56.8, 143.21, 543.04, 163.64]","prière vengeresse et sociale dont tu vas me dire tout de suite","a5598049c8ea70edbb8d955a70fc70da","main_text"
150,1,"FR150",7,7,"[56.8, 163.61, 543.04, 184.04]","des nouvelles : LES AILES EN OR ! C’est le titre !... » Et je","7c57317f900438703500c96c4e5176b7","main_text"
151,1,"FR151",7,8,"[56.8, 184.11, 179.72, 204.54]","lui récite alors :","e442c23f6f1c75cf575766d403a04449","main_text"
152,1,"FR152",7,9,"[99.3, 204.51, 543.04, 224.94]","Un Dieu qui compte les minutes et les sous, un Dieu","ffb5703d398e2e5e65ae00cc6b6a52ca","main_text"
153,1,"FR153",7,10,"[56.8, 225.01, 543.04, 245.44]","désespéré,  sensuel  et  grognon  comme  un  cochon.  Un","57a3c383a68ffd6f9ec82ec77ccc280c","main_text"
154,1,"FR154",7,11,"[56.8, 245.41, 543.04, 265.84]","cochon avec des ailes en or qui retombe partout, le ventre","263aa93669b766ea35ff1af5f9269726","main_text"
155,1,"FR155",7,12,"[56.8, 265.91, 543.04, 286.34]","en  l’air,  prêt  aux  caresses,  c’est  lui,  c’est  notre  maître.","f1860b0ed54129512f97ca153c7056b9","main_text"
156,1,"FR156",7,13,"[56.8, 286.31, 211.96, 306.74]","Embrassons-nous !","17f965ce6ad3234b4e1eab57ad731813","main_text"
157,1,"FR157",7,14,"[99.3, 306.81, 543.04, 327.24]","— Ton petit morceau ne tient pas devant la vie, j’en","a024d68533659283eeca9b7f06d8abc9","main_text"
158,1,"FR158",7,15,"[56.8, 327.21, 543.04, 347.64]","suis, moi, pour l’ordre établi et je n’aime pas la politique. Et","29b8160d964cc37b372c613a5b410f3e","main_text"
159,1,"FR159",7,16,"[56.8, 347.71, 543.04, 368.14]","d’ailleurs le jour où la patrie me demandera de verser mon","5d905aa649b10ec21abbc452ccc780a9","main_text"
160,1,"FR160",7,17,"[56.8, 368.11, 543.04, 388.54]","sang  pour  elle,  elle  me  trouvera  moi  bien  sûr,  et  pas","bf1985b736d87c999e93ff7e62d1b503","main_text"
161,1,"FR161",7,18,"[56.8, 388.61, 477.98, 409.04]","fainéant, prêt à le donner. Voilà ce qu’il m’a répondu.","da85529c57df914fe281f93574733fc5","main_text"
