"chunk_id","edition_id","line_id","page","line_no","box","text","text_hash","chunk_type"
403,1,"FR403",14,31,"[56.8, 654.41, 543.04, 674.84]","une toute prête, au soleil, au chaud! Dans un rêve, celle de","3d106caa3f9eecc058c790fbc99294c1","main_text"
404,1,"FR404",14,32,"[56.8, 674.91, 543.04, 695.34]","Saint-Germain  précisément,  si  proche  de  la  forêt,  je  la","eaee2a67f7207e38b1fd7ca48e95cdcf","main_text"
405,1,"FR405",14,33,"[56.8, 695.31, 543.04, 715.74]","connaissais bien, je passais souvent par là, autrefois. Comme","dd0d8ae9b3d2a357e5ceb8537aa4f8a0","main_text"
406,1,"FR406",14,34,"[56.8, 715.81, 543.04, 736.24]","on change ! J’étais un enfant alors, elle me faisait peur la","e8f90179b7f98d97bcfe4a94e5552ebb","main_text"
407,1,"FR407",14,35,"[56.8, 736.21, 543.04, 756.64]","prison. C’est que je ne connaissais pas encore les hommes.","fb549495c9deb4ed1906610fc1e86e6f","main_text"
408,1,"FR408",14,36,"[56.8, 756.71, 543.04, 777.14]","Je  ne  croirai  plus  jamais  à  ce  qu’ils  disent,  à  ce  qu’ils","fa642013cd0a7bca3bd885b1a8c2799a","main_text"
409,1,"FR409",14,37,"[262.5, 793.7, 333.1, 805.88]","Page 16 sur 584","b0c93fd271a9e41a688b4fcaf03f9385","page_footer"
410,1,"FR410",15,1,"[221.9, 36.49, 372.67, 47.56]","L F Céline, Voyage au bout de la nuit","8b4d696ded44bd6391de7cea6f68f21a","page_header"
411,1,"FR411",15,2,"[56.8, 61.41, 543.04, 81.84]","pensent. C’est des hommes et d’eux seulement qu’il faut","b44c0460183b34cd3621f7bba7daefc5","main_text"
412,1,"FR412",15,3,"[56.8, 81.81, 218.91, 102.24]","avoir peur, toujours.","04548003ef3cd9aeaf2d2a0a738b1b2c","main_text"
413,1,"FR413",15,4,"[99.3, 102.31, 543.04, 122.74]","Combien de temps faudrait-il qu’il dure leur délire,","ffd6d07f7be56497c4b77839b6681415","main_text"
414,1,"FR414",15,5,"[56.8, 122.71, 543.04, 143.14]","pour qu’ils s’arrêtent épuisés, enfin, ces monstres ? Combien","2dcc4c37ee9ca50fc32a87b3682a5c24","main_text"
415,1,"FR415",15,6,"[56.8, 143.21, 543.04, 163.64]","de temps un accès comme celui-ci peut-il bien durer ? Des","a658cc366e27ace75c18b73637e97915","main_text"
416,1,"FR416",15,7,"[56.8, 163.61, 542.94, 184.04]","mois ? Des années ? Combien ? Peut-être jusqu’à la mort de","269ca96c45971c78f931872ec049340b","main_text"
417,1,"FR417",15,8,"[56.8, 184.11, 542.94, 204.54]","tout  le  monde,  de  tous  les  fous ?  Jusqu’au  dernier ?  Et","7537b79696be7028c9fca8decfe311bb","main_text"
418,1,"FR418",15,9,"[56.8, 204.51, 543.04, 224.94]","puisque les événements prenaient ce tour désespéré je me","1d0656d22d904da6602a78dcf6aa8346","main_text"
419,1,"FR419",15,10,"[56.8, 225.01, 543.04, 245.44]","décidais à risquer le tout pour le tout, à tenter la dernière","689a367eddbd0f50b1b375f64a880f8d","main_text"
420,1,"FR420",15,11,"[56.8, 245.41, 543.04, 265.84]","démarche, la suprême, essayer, moi, tout seul, d’arrêter la","ad707417136930f761ac3d0e8cdc0054","main_text"
421,1,"FR421",15,12,"[56.8, 265.91, 401.41, 286.34]","guerre ! Au moins dans ce coin-là où j’étais.","c46065a5023f1bdaffaf23f13489c48f","main_text"
422,1,"FR422",15,13,"[99.3, 286.31, 543.04, 306.74]","Le colonel déambulait à deux pas. J’allais lui parler.","02af03a51275da463bbdcaf05507b35b","main_text"
423,1,"FR423",15,14,"[56.8, 306.81, 543.04, 327.24]","Jamais je ne l’avais fait. C’était le moment d’oser. Là où nous","a29c94e64611db5200029a27bd25efcb","main_text"
424,1,"FR424",15,15,"[56.8, 327.21, 543.04, 347.64]","en étions il n’y avait presque plus rien à perdre. « Qu’est-ce","e38d857752e144c2131ddad9e29e84b8","main_text"
425,1,"FR425",15,16,"[56.8, 347.71, 543.04, 368.14]","que  vous  voulez ? »  me  demanderait-il,  j’imaginais,  très","cb7d9a930f6ea6c08f6526cec1da9deb","main_text"
426,1,"FR426",15,17,"[56.8, 368.11, 543.04, 388.54]","surpris bien sûr par mon audacieuse interruption. Je lui","73152dd3941556eafdd6bdd20576233a","main_text"
427,1,"FR427",15,18,"[56.8, 388.61, 543.04, 409.04]","expliquerais alors les choses telles que je les concevais. On","5b0959f1d4750a81eb7a92ecf97b7ab5","main_text"
428,1,"FR428",15,19,"[56.8, 409.01, 543.04, 429.44]","verrait ce qu’il en pensait, lui. Le tout c’est qu’on s’explique","4af8c6348355b6c9a50e1222c399f0b9","main_text"
429,1,"FR429",15,20,"[56.8, 429.51, 458.47, 449.94]","dans la vie. A deux on y arrive mieux que tout seul.","3fc45293e46635bb1db78749ffc73f81","main_text"
430,1,"FR430",15,21,"[99.3, 449.91, 543.04, 470.34]","J’allais faire cette démarche décisive quand, à l’instant","fd7a7d32bbb95e4e4b1fd2b40194aef1","main_text"
431,1,"FR431",15,22,"[56.8, 470.41, 543.04, 490.84]","même,  arriva  vers  nous  au pas  de  gymnastique,  fourbu,","b4d190ad49edb1c0dddeec9d6e6a143d","main_text"
432,1,"FR432",15,23,"[56.8, 490.81, 543.04, 511.24]","dégingandé, un cavalier à pied (comme on disait alors) avec","26dcbf57bc4ddd2200d60aec4a322d64","main_text"
433,1,"FR433",15,24,"[56.8, 511.27, 543.04, 531.74]","son casque renversé à la main, comme Bélisaire4, et puis","17184a259a2a521465f5fbb840d2b66c","main_text"
434,1,"FR434",15,25,"[56.8, 531.71, 543.04, 552.14]","tremblant et bien souillé de boue, le visage plus verdâtre","6b295358ccf33dbdba8589f1c89d31c5","main_text"
435,1,"FR435",15,26,"[56.8, 552.21, 543.04, 572.64]","encore que celui de l’autre agent de liaison. Il bredouillait et","33474a9c86098cfd80e5ee3da3c1d5df","main_text"
436,1,"FR436",15,27,"[56.8, 572.61, 543.04, 593.04]","semblait éprouver comme un mal inouï, ce cavalier, à sortir","c59a442f7c8e82cc2e40a8ba974d6bc9","main_text"
437,1,"FR437",15,28,"[56.8, 593.11, 543.04, 613.54]","d’un tombeau et qu’il en avait tout mal au cœur. Il n’aimait","b5476372b6508118594ee4c4882182ee","main_text"
438,1,"FR438",15,29,"[56.8, 613.51, 543.04, 633.94]","donc pas les balles ce fantôme lui non plus ? Les prévoyait-il","34d6dd65227663a2d0bcf08df1bbc86b","main_text"
439,1,"FR439",15,30,"[56.8, 634.01, 163.2, 654.44]","comme moi ?","e26406582a014b6c0084584afca4eb43","main_text"
440,1,"FR440",15,31,"[99.3, 654.41, 543.04, 674.84]","“Qu’est-ce que c’est ? » l’arrêta net le colonel, brutal,","d4c0919b12999fb1c67bc92b152baab1","main_text"
441,1,"FR441",15,32,"[56.8, 674.91, 543.04, 695.34]","dérangé, en jetant dessus ce revenant une espèce de regard","3030c3f6292614272dbc73af8b4a4d81","main_text"
442,1,"FR442",15,33,"[56.8, 695.31, 123.83, 715.74]","en acier.","4fef41dda89775b3d88ffcb86f99ece8","main_text"
443,1,"FR443",15,34,"[99.3, 715.81, 543.04, 736.24]","De le voir ainsi cet ignoble cavalier dans une tenue","e0ce08edbdb4278ee324bb04eca6638f","main_text"
444,1,"FR444",15,35,"[56.8, 755.59, 541.83, 770.35]","4 Bélisaire :  général  byzantin,  victime,  après  avoir  sauvé  Constantinople  d’une","f5487f900cf6e1b44fb47f4f3ca9880b","footnote"
445,1,"FR445",15,36,"[56.8, 770.39, 283.21, 785.15]","sédition, de l’ingratitude de l’empereur.","50dc6c08b59a51a8243485b38da6d6cc","footnote"
446,1,"FR446",15,37,"[262.5, 793.7, 333.1, 805.88]","Page 17 sur 584","7041bcbf4b17db84a79b3f34f1134453","page_footer"
447,1,"FR447",16,1,"[221.9, 36.49, 372.67, 47.56]","L F Céline, Voyage au bout de la nuit","8b4d696ded44bd6391de7cea6f68f21a","page_header"
448,1,"FR448",16,2,"[56.8, 61.41, 543.04, 81.84]","aussi  peu  réglementaire,  et  tout foirant d’émotion,  ça  le","af268c87f939ea7fa3383d93a8056677","main_text"
449,1,"FR449",16,3,"[56.8, 81.81, 543.04, 102.24]","courrouçait fort notre colonel. Il n’aimait pas cela du tout la","fda600c2f2887551744f18fe3107aec2","main_text"
450,1,"FR450",16,4,"[56.8, 102.31, 543.04, 122.74]","peur. C’était évident. Et puis ce casque à la main surtout,","5da3a9d8d07cf4fc425f6c24a2625761","main_text"
451,1,"FR451",16,5,"[56.8, 122.71, 543.04, 143.14]","comme un chapeau melon, achevait de faire joliment mal","d4cf413fd0a7ce425b18b026bf1d2e3b","main_text"
452,1,"FR452",16,6,"[56.8, 143.21, 543.04, 163.64]","dans notre régiment d’attaque, un régiment qui s’élançait","f5f24c264deccb91af1edf36a6e8298d","main_text"
453,1,"FR453",16,7,"[56.8, 163.61, 543.04, 184.04]","dans la guerre. Il avait l’air de la saluer lui, ce cavalier à pied,","d8cba30497809b2b52630e7260d05d16","main_text"
454,1,"FR454",16,8,"[56.8, 184.11, 223.52, 204.54]","la guerre, en entrant.","261366386c3d6089113f53b1f066c83a","main_text"
455,1,"FR455",16,9,"[99.3, 204.51, 543.04, 224.94]","Sous ce regard d’opprobre, le messager vacillant se","c8680d71e60738b2954015aba0ca19d4","main_text"
456,1,"FR456",16,10,"[56.8, 225.01, 543.04, 245.44]","remit au « garde-à-vous », les petits doigts sur la couture du","59384681424b9535095868623211cf6d","main_text"
457,1,"FR457",16,11,"[56.8, 245.41, 543.04, 265.84]","pantalon, comme il se doit dans ces cas-là. Il oscillait ainsi,","c08204fadf0d7fa1d1300056f61ebfbc","main_text"
458,1,"FR458",16,12,"[56.8, 265.91, 543.04, 286.34]","raidi, sur le talus, la transpiration lui coulant le long de la","cd61be5dd7f6fb554fbbccee5897f081","main_text"
459,1,"FR459",16,13,"[56.8, 286.31, 543.04, 306.74]","jugulaire,  et  ses  mâchoires  tremblaient  si  fort  qu’il  en","e39d40dc96301351857784839a9103f4","main_text"
460,1,"FR460",16,14,"[56.8, 306.81, 543.04, 327.24]","poussait des petits cris avortés, tel un petit chien qui rêve.","5f018791ccf74ccef45b08a730671481","main_text"
461,1,"FR461",16,15,"[56.8, 327.21, 543.04, 347.64]","On ne pouvait démêler s’il voulait nous parler ou bien s’il","d22803412ceca1c41be77e99d0d14cde","main_text"
462,1,"FR462",16,16,"[56.8, 347.71, 124.03, 368.14]","pleurait.","3b047ca551b4ca27b73dcd0fe99faea9","main_text"
463,1,"FR463",16,17,"[99.3, 368.11, 543.04, 388.54]","Nos  Allemands  accroupis  au  fin  bout  de  la  route","664b733a2f988bf7a6cf5a56a0c3c350","main_text"
464,1,"FR464",16,18,"[56.8, 388.61, 543.04, 409.04]","venaient  justement  de  changer  d’instrument.  C’est  à  la","3bbcd34a5af0d5fded828d98e6dc3fe8","main_text"
465,1,"FR465",16,19,"[56.8, 409.01, 543.04, 429.44]","mitrailleuse qu’ils poursuivaient à présent leurs sottises ; ils","e343ffc99a2be6f7465b3bf1a478ba2e","main_text"
466,1,"FR466",16,20,"[56.8, 429.51, 543.04, 449.94]","en craquaient comme de gros paquets d’allumettes et tout","65aa169cab62d125f007c4a2f0073507","main_text"
467,1,"FR467",16,21,"[56.8, 449.91, 543.04, 470.34]","autour  de  nous  venaient  voler  des  essaims  de  balles","b4f685fdf5513c787a683ff37970719c","main_text"
468,1,"FR468",16,22,"[56.8, 470.41, 393.72, 490.84]","rageuses, pointilleuses comme des guêpes.","03cfc00f6e37e247181b98e6f9f3fe0a","main_text"
469,1,"FR469",16,23,"[99.3, 490.81, 543.04, 511.24]","L’homme arriva tout de même à sortir de sa bouche","47733a692a5d55535f4ab93b658938b0","main_text"
470,1,"FR470",16,24,"[56.8, 511.31, 253.23, 531.74]","quelque chose d’articulé.","86abfc6c44e5f7c24cbf87fb993c3bc9","main_text"
471,1,"FR471",16,25,"[99.3, 531.71, 543.04, 552.14]","— Le maréchal des logis Barousse vient d’être tué, mon","79a55abd3f8401bd3e439f45dfc04960","main_text"
472,1,"FR472",16,26,"[56.8, 552.21, 304.08, 572.64]","colonel, qu’il dit tout d’un trait.","f223e26110a0c05c8d4317a22750382b","main_text"
473,1,"FR473",16,27,"[99.3, 572.61, 189.1, 593.04]","— Et alors?","0235f5e71633874fd204acc58c5c806a","main_text"
474,1,"FR474",16,28,"[99.3, 593.11, 543.04, 613.54]","— Il a été tué en allant chercher le fourgon à pain sur la","fe26e90a416be64d39fc13549bd1d076","main_text"
475,1,"FR475",16,29,"[56.8, 613.51, 313.06, 633.94]","route des Étrapes, mon colonel !","c129611e48cf39e20fc46664168b2aad","main_text"
476,1,"FR476",16,30,"[99.3, 634.01, 193.4, 654.44]","— Et alors ?","e1037e6e24e1e0347d78ce288e3f030c","main_text"
477,1,"FR477",16,31,"[99.3, 654.41, 331.96, 674.84]","— Il a été éclaté par un obus !","c58d54ea0dcc91ca50c38fde4a40ac43","main_text"
478,1,"FR478",16,32,"[99.3, 674.91, 301.66, 695.34]","— Et alors, nom de Dieu !","461d6aa5d448110f1e6f82709a5593bb","main_text"
479,1,"FR479",16,33,"[99.3, 695.31, 307.25, 715.74]","— Et voilà ! Mon colonel...","5188d1769fa4baac0f36fc171d0f2bf5","main_text"
480,1,"FR480",16,34,"[99.3, 715.81, 207.2, 736.24]","— C’est tout ?","25ffd23c2e52009576ecbec766ac5295","main_text"
481,1,"FR481",16,35,"[99.3, 736.21, 340.82, 756.64]","— Oui, c’est tout, mon colonel.","74071308624308da78d9dc8e333ff9c2","main_text"
482,1,"FR482",16,36,"[99.3, 756.71, 370.74, 777.14]","— Et le pain ? demanda le colonel.","0124d177e30dd65d7535404f0df3938e","main_text"
483,1,"FR483",16,37,"[262.5, 793.7, 333.1, 805.88]","Page 18 sur 584","60833857acc1eab44cb832ad1ce522cd","page_footer"
484,1,"FR484",17,1,"[221.9, 36.49, 372.67, 47.56]","L F Céline, Voyage au bout de la nuit","8b4d696ded44bd6391de7cea6f68f21a","page_header"
485,1,"FR485",17,2,"[99.3, 61.41, 543.04, 81.84]","Ce fut la fin de ce dialogue parce que je me souviens","6e971eb6733035456024547e1937464a","main_text"
486,1,"FR486",17,3,"[56.8, 81.81, 543.04, 102.24]","bien qu’il a eu le temps de dire tout juste : « Et le pain ? » Et","df77eb318eb28c4941c1ed8329443d8c","main_text"
487,1,"FR487",17,4,"[56.8, 102.31, 543.04, 122.74]","puis ce fut tout. Après ça, rien que du feu et puis du bruit","55b60a921e5f03de73e1344ce728b455","main_text"
488,1,"FR488",17,5,"[56.8, 122.71, 543.04, 143.14]","avec. Mais alors un de ces bruits comme on ne  croirait","4873b22ce4e9b436602ea8b1c43c6ef7","main_text"
489,1,"FR489",17,6,"[56.8, 143.21, 543.04, 163.64]","jamais qu’il en existe. On en a eu tellement plein les yeux, les","98e7da18af37cb4fd65e3a0d5ec6ee0b","main_text"
490,1,"FR490",17,7,"[56.8, 163.61, 543.04, 184.04]","oreilles, le nez, la bouche, tout de suite, du bruit, que je","fe6235923a4e6f390e3153b7a61aa971","main_text"
491,1,"FR491",17,8,"[56.8, 184.11, 543.04, 204.54]","croyais bien que c’était fini ; que j’étais devenu du feu et du","c1975472cb0db77c54ca4cb300c443b8","main_text"
492,1,"FR492",17,9,"[56.8, 204.51, 191.91, 224.94]","bruit moi-même.","9f300a56793f01157298190c1983234d","main_text"
493,1,"FR493",17,10,"[99.3, 225.01, 543.04, 245.44]","Et puis non, le feu est parti, le bruit est resté longtemps","8ac0ee90c869bffd44225af74d900414","main_text"
494,1,"FR494",17,11,"[56.8, 245.41, 543.04, 265.84]","dans ma tête, et puis les bras et les jambes qui tremblaient","c242d29797bbb82ef59b76c1769447c7","main_text"
495,1,"FR495",17,12,"[56.8, 265.91, 543.04, 286.34]","comme si quelqu’un vous les secouait de par-derrière. Ils","c197be6a80261fe30a46db1116bd0f14","main_text"
496,1,"FR496",17,13,"[56.8, 286.31, 543.04, 306.74]","avaient l’air de me quitter et puis ils me sont restés quand","b96b4e4a5586a079e5654c7b5e9f2699","main_text"
497,1,"FR497",17,14,"[56.8, 306.81, 543.04, 327.24]","même mes membres. Dans  la fumée qui piqua  les  yeux","f25d4d748c8b3d41bd3dedee329604b6","main_text"
498,1,"FR498",17,15,"[56.8, 327.21, 543.04, 347.64]","encore pendant longtemps, l’odeur pointue de la poudre et","59c85bf092541df76c6f2e8976296833","main_text"
499,1,"FR499",17,16,"[56.8, 347.71, 543.04, 368.14]","du soufre nous restait comme pour tuer les punaises et les","82844eb278150245713d2ce65cbd3891","main_text"
500,1,"FR500",17,17,"[56.8, 368.11, 251.36, 388.54]","puces de la terre entière.","5ec81b30d086dd69f1da38812c02076b","main_text"
501,1,"FR501",17,18,"[99.3, 388.61, 543.04, 409.04]","Tout de suite après ça, j’ai pensé au maréchal des logis","becdbcf02e218041bfa781a330658abb","main_text"
502,1,"FR502",17,19,"[56.8, 409.01, 543.04, 429.44]","Barousse  qui  venait  d’éclater  comme  l’autre  nous  l’avait","3098498224d1b11c41f4ef71e3b81ef2","main_text"
503,1,"FR503",17,20,"[56.8, 429.51, 543.04, 449.94]","appris.  C’était  une  bonne  nouvelle.  Tant  mieux !  que  je","b5b8caf756a98fd300463d1174d4cf30","main_text"
504,1,"FR504",17,21,"[56.8, 449.91, 543.04, 470.34]","pensais  tout  de  suite  ainsi :  « C’est  une  bien  grande","b9b6867de8cc481d69e9857b4440f114","main_text"
505,1,"FR505",17,22,"[56.8, 470.41, 543.04, 490.84]","charogne en moins dans le régiment ! » Il avait voulu me","fe5fd100ca2e3eb9b38f2417160040f1","main_text"
506,1,"FR506",17,23,"[56.8, 490.81, 543.04, 511.24]","faire passer au Conseil pour une boîte de conserve. « Chacun","97ea33671ad903981a5712b9da83a210","main_text"
507,1,"FR507",17,24,"[56.8, 511.31, 543.04, 531.74]","sa guerre ! » que je me dis. De ce côté-là, faut en convenir,","bfbb3d3b2181f5aaa1a21d252c078702","main_text"
508,1,"FR508",17,25,"[56.8, 531.71, 543.04, 552.14]","de temps en temps, elle avait l’air de servir à quelque chose","aec5978139c065d944bbdc80c10301e2","main_text"
509,1,"FR509",17,26,"[56.8, 552.21, 543.04, 572.64]","la guerre ! J’en connaissais bien encore trois ou quatre dans","193bb612387c2ccbc4de1069439d6d8c","main_text"
510,1,"FR510",17,27,"[56.8, 572.61, 543.04, 593.04]","le  régiment,  de  sacrés  ordures  que  j’aurais  aidés  bien","f857f1931cab888fa15089badc5e3fbc","main_text"
511,1,"FR511",17,28,"[56.8, 593.11, 424.5, 613.54]","volontiers à trouver un obus comme Barousse.","b4c7892ac675d3b5b70099001b3abfa4","main_text"
512,1,"FR512",17,29,"[99.3, 613.51, 543.04, 633.94]","Quant au colonel, lui, je ne lui voulais pas de mal. Lui","d81703ebd5c49188a5ffb633c545ee4b","main_text"
513,1,"FR513",17,30,"[56.8, 634.01, 543.04, 654.44]","pourtant aussi il était mort. Je ne le vis plus, tout d’abord.","aa00dde8d276cb39370c7d10d80e4f64","main_text"
514,1,"FR514",17,31,"[56.8, 654.41, 543.04, 674.84]","C’est qu’il avait été déporté sur le talus, allongé sur le flanc","2ee457546d1982d24e81e6c765324561","main_text"
515,1,"FR515",17,32,"[56.8, 674.91, 543.04, 695.34]","par l’explosion et projeté jusque dans les bras du cavalier à","ef334bfbe91a8d739d0af19632ba0e6e","main_text"
516,1,"FR516",17,33,"[56.8, 695.31, 543.04, 715.74]","pied, le messager, fini lui aussi. Ils s’embrassaient tous les","d8b306358b729df3abe2e694f05217b7","main_text"
517,1,"FR517",17,34,"[56.8, 715.81, 543.04, 736.24]","deux pour le moment et pour toujours. Mais le cavalier","22971088418d90aec3c44cf6447368a7","main_text"
518,1,"FR518",17,35,"[56.8, 736.21, 543.04, 756.64]","n’avait plus sa tête, rien qu’une ouverture au-dessus du cou,","ed5fe441c2a9420a36f47350c574f9b2","main_text"
519,1,"FR519",17,36,"[56.8, 756.71, 543.04, 777.14]","avec du sang dedans qui mijotait en glouglous comme de la","392c2a4d9b7c2a1d6d98d9450bad07ef","main_text"
520,1,"FR520",17,37,"[262.5, 793.7, 333.1, 805.88]","Page 19 sur 584","55fcec9cfc8d89b6b78ae573bf3c722c","page_footer"
521,1,"FR521",18,1,"[221.9, 36.49, 372.67, 47.56]","L F Céline, Voyage au bout de la nuit","8b4d696ded44bd6391de7cea6f68f21a","page_header"
522,1,"FR522",18,2,"[56.8, 61.41, 543.04, 81.84]","confiture  dans  la  marmite.  Le  colonel  avait  son  ventre","20ed9ab87f12463d39dc287bb7c1db4d","main_text"
523,1,"FR523",18,3,"[56.8, 81.81, 543.04, 102.24]","ouvert, il en faisait une sale grimace. Ça avait dû lui faire du","0b16972ba8ac99ab166812879dcc9219","main_text"
524,1,"FR524",18,4,"[56.8, 102.31, 543.04, 122.74]","mal ce coup-là au moment où c’était arrivé. Tant pis pour","e63789db0885e411701087aa82ed08d3","main_text"
525,1,"FR525",18,5,"[56.8, 122.71, 543.04, 143.14]","lui ! Sil était parti dès les premières balles, ça ne lui serait","853b546e54997648eb7cb05b28879d3a","main_text"
526,1,"FR526",18,6,"[56.8, 143.21, 139.82, 163.64]","pas arrivé.","66257a1535da25d2ca51dee858b0d438","main_text"
527,1,"FR527",18,7,"[99.3, 163.61, 524.75, 184.04]","Toutes ces viandes saignaient énormément ensemble.","b2f17b39c3b334841ae436a8d8d168a5","main_text"
528,1,"FR528",18,8,"[99.3, 184.11, 543.04, 204.54]","Des obus éclataient encore à la droite et à la gauche de","20a6a40ecff7089d3338d2f4c4f272d5","main_text"
529,1,"FR529",18,9,"[56.8, 204.51, 124.14, 224.94]","la scène.","813a4ec8cc04466415b61da914392e7b","main_text"
530,1,"FR530",18,10,"[99.3, 225.01, 543.04, 245.44]","J’ai  quitté  ces  lieux  sans  insister,  joliment  heureux","faac8d368ef137091b45c3f9cc67eb66","main_text"
531,1,"FR531",18,11,"[56.8, 245.41, 543.04, 265.84]","d’avoir un aussi beau prétexte pour foutre le camp. J’en","dfbf3d600abcb521917091ca4e88c38b","main_text"
532,1,"FR532",18,12,"[56.8, 265.91, 543.04, 286.34]","chantonnais même un brin, en titubant, comme quand on a","51373a830383bdccbb5b87b42e4596d3","main_text"
533,1,"FR533",18,13,"[56.8, 286.31, 543.04, 306.74]","fini une bonne partie de canotage et qu’on a les jambes un","4eb059e4d919781020d5a7e5af1da2e2","main_text"
534,1,"FR534",18,14,"[56.8, 306.81, 542.94, 327.24]","peu drôles. « Un seul obus ! C’est vite arrangé les affaires","af6450d8ae8c2d7a67de93e9099307d6","main_text"
535,1,"FR535",18,15,"[56.8, 327.21, 543.04, 347.64]","tout de même avec un seul obus », que je me disais. « Ah !","6666b1f4f09e107a14e9a7fec6c17717","main_text"
536,1,"FR536",18,16,"[56.8, 347.71, 543.04, 368.14]","dis  donc !  que  je  me  répétais  tout  le  temps.  Ah !  dis","cf589df687c6766ee6ae56a68c435deb","main_text"
537,1,"FR537",18,17,"[56.8, 368.11, 135.36, 388.54]","donc !... »","0db1ea1760378f401c05822bfec68626","main_text"
538,1,"FR538",18,18,"[99.3, 388.61, 543.04, 409.04]","Il n’y avait plus personne au bout de la route. Les","3210525cb7cc5fd0f359360d9728d463","main_text"
539,1,"FR539",18,19,"[56.8, 409.01, 543.04, 429.44]","Allemands étaient partis. Cependant, j’avais appris très vite","1c8510d515438bd2631f94c51d0ba6d4","main_text"
540,1,"FR540",18,20,"[56.8, 429.51, 543.04, 449.94]","ce coup-là à ne plus marcher désormais que dans le profil","1a9d9313d8b06e913b959e1f3c239ec0","main_text"
541,1,"FR541",18,21,"[56.8, 449.91, 543.04, 470.34]","des arbres. J’avais hâte d’arriver au campement pour savoir","2b4fee0824dd22f1680dc8c17f3df75a","main_text"
542,1,"FR542",18,22,"[56.8, 470.41, 543.04, 490.84]","s’il y en avait d’autres au régiment qui avaient été tués en","2877bac829025ed5a4b0b07680d62996","main_text"
543,1,"FR543",18,23,"[56.8, 490.81, 543.04, 511.24]","reconnaissance. Il doit y avoir des bons trucs aussi, que je","5f176cfc8d98851ba10558059cc2e099","main_text"
544,1,"FR544",18,24,"[56.8, 511.31, 543.04, 531.74]","me disais encore, pour se faire faire prisonnier !... Çà et là","230ae7374025f008ea2b5fa0a2918fec","main_text"
545,1,"FR545",18,25,"[56.8, 531.71, 543.04, 552.14]","des morceaux de fumée âcre s’accrochaient aux mottes. « Ils","f9ab059e677b332276d7fa8271fad8c3","main_text"
546,1,"FR546",18,26,"[56.8, 552.21, 542.94, 572.64]","sont peut-être tous morts à l’heure actuelle ? » que je me","9942da80d5c55c488d9b2e26ecbf822c","main_text"
547,1,"FR547",18,27,"[56.8, 572.61, 543.04, 593.04]","demandais. Puisqu’ils ne veulent rien comprendre à rien,","b48949cad60f7e1f98e4caa5a1eb58a6","main_text"
548,1,"FR548",18,28,"[56.8, 593.11, 543.04, 613.54]","c’est ça qui serait avantageux et pratique qu’ils soient tous","066677273a3920283f50bb63e13c0a24","main_text"
549,1,"FR549",18,29,"[56.8, 613.51, 543.04, 633.94]","tués très vite... Comme ça on en finirait tout de suite... On","344ed5b182b888da28f64ebe2e477235","main_text"
550,1,"FR550",18,30,"[56.8, 634.01, 543.04, 654.44]","rentrerait chez soi... On repasserait peut-être place Clichy en","76b65bbd0dad0fbf6c952ea90dfbb609","main_text"
551,1,"FR551",18,31,"[56.8, 654.41, 543.04, 674.84]","triomphe... Un ou deux seulement qui survivraient... Dans","81556990fda473e9a36dcebe77c06ee3","main_text"
552,1,"FR552",18,32,"[56.8, 674.91, 543.04, 695.34]","mon désir... Des gars gentils et bien balancés, derrière le","fa493a39f28d6129f79539a573ae713a","main_text"
553,1,"FR553",18,33,"[56.8, 695.31, 543.04, 715.74]","général, tous les autres seraient morts comme le colon...","408325dc86cbd674cd92c79964204d37","main_text"
554,1,"FR554",18,34,"[56.8, 715.81, 543.04, 736.24]","Comme Barousse... comme Vanaille... (une autre vache)...","b5b958ee6072db07ef2c4c6f42fdaddb","main_text"
555,1,"FR555",18,35,"[56.8, 736.21, 543.04, 756.64]","etc.  On  nous  couvrirait  de  décorations,  de  fleurs,  on","db3a2cf9576f0f9bd3dbe5eea74b83a8","main_text"
556,1,"FR556",18,36,"[56.8, 756.71, 543.04, 777.14]","passerait  sous  l’Arc  de  Triomphe.  On  entrerait  au","87c9da517a40121d62e8c47af332ad4c","main_text"
557,1,"FR557",18,37,"[262.5, 793.7, 333.1, 805.88]","Page 20 sur 584","68568b7a56f2b8b61d44b25566377db3","page_footer"
558,1,"FR558",19,1,"[221.9, 36.49, 372.67, 47.56]","L F Céline, Voyage au bout de la nuit","8b4d696ded44bd6391de7cea6f68f21a","page_header"
559,1,"FR559",19,2,"[56.8, 61.41, 543.04, 81.84]","restaurant, on vous servirait sans payer, on payerait plus","4feea68cd8ea209b2c5b00377f6f4b5f","main_text"
560,1,"FR560",19,3,"[56.8, 81.81, 542.94, 102.24]","rien, jamais plus de la vie ! On est les héros ! qu’on dirait au","46862df576835705658bdc056d3db7d6","main_text"
561,1,"FR561",19,4,"[56.8, 102.31, 543.04, 122.74]","moment de la note... Des défenseurs de la Patrie ! Et ça","6828e84753ad593de2fb61485c84b491","main_text"
562,1,"FR562",19,5,"[56.8, 122.71, 543.04, 143.14]","suffirait !... On payerait avec des petits drapeaux français !...","439af3ebb1412d79cf7ece8aa8ec3b14","main_text"
563,1,"FR563",19,6,"[56.8, 143.21, 543.04, 163.64]","La caissière refuserait même l’argent des héros et même elle","d948c6957b2741635dbd61f50bd0ef5e","main_text"
